ablink.insights.marcus.com AS13335 AS13335 - CLOUDFLARE, INC. US 172.64.154.0/24
test.infra.marcus.com AS13004 AS13004 - SERBIAN OPEN EXCHANGE DOO RS 0.0.0.0/0
training.agent.cards.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 18.232.0.0/14
training.agent.consumer.cards.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 52.54.0.0/15
training.agent.infra.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 18.232.0.0/14
training.api.infra.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
training.consumer.cards.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 44.192.0.0/11
training.ogw.infra.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 18.232.0.0/14
tw.marcus.com AS16509 AS16509 - AMAZON.COM, INC. US 52.36.0.0/14
uat1.agent.consumer.cards.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 107.22.0.0/16
uat1.consumer.cards.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 50.19.0.0/17
uat2.agent.consumer.cards.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 52.70.0.0/15
uat2.cards.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
uat2.consumer.cards.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 34.224.0.0/12
uat.agent.cards.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 35.168.0.0/13
uat.agent.infra.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 35.168.0.0/13
uat.agent.ui.cards.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 35.168.0.0/13
uat.api.infra.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 52.0.0.0/15
uat.atm.infra.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 52.4.0.0/14
uat.cards.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 34.224.0.0/12
uat.ogw.infra.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 54.88.0.0/16
uat.tableau.infra.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 18.208.0.0/13
uat-vip-splunk.vendor.marcus.com AS18593 AS18593 - THE GOLDMAN SACHS GROUP, INC. US 138.8.74.0/24
vendor.marcus.com AS13335 AS13335 - CLOUDFLARE, INC. US 104.19.144.0/20
view.e.marcus.com AS14618 AS14618 - AMAZON.COM, INC. US 52.70.0.0/15
v.marcus.com AS30286 AS30286 - THREATMETRIX INC. US 192.225.156.0/22
www.marcus.com AS13335 AS13335 - CLOUDFLARE, INC. US 104.19.144.0/20
