acc-launcher-public-service-prod06.ol.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 108.139.0.0/21
catalog-public-service-prod-m.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.224.0.0/12
cdn-0001.qstv.on.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 108.138.240.0/21
cdn1-dest.epicgames.com AS16625 AS16625 - AKAMAI TECHNOLOGIES, INC. US 23.192.208.0/22
cdn1.epicgames.com AS16625 AS16625 - AKAMAI TECHNOLOGIES, INC. US 23.192.208.0/22
cdn2.epicgames.com AS16625 AS16625 - AKAMAI TECHNOLOGIES, INC. US 23.192.208.0/22
cdn4.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 108.139.0.0/21
cdn-dev.prm.ol.epicgames.com AS20940 AS20940 - AKAMAI INTERNATIONAL B.V. NL 104.99.238.0/23
cdn-fn.hk.ol.epicgames.com AS45090 AS45090 - SHENZHEN TENCENT COMPUTER SYSTEMS COMPANY LIMITED CN 1.116.64.0/18
cdn-live.prm.ol.epicgames.com AS20940 AS20940 - AKAMAI INTERNATIONAL B.V. NL 104.99.238.0/23
cdn.prm.epicgames.com AS20940 AS20940 - AKAMAI INTERNATIONAL B.V. NL 104.99.238.0/23
charts.afea.live.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.224.0.0/12
charts.substrate.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
china-cdn1.epicgames.com AS132203 AS132203 - SHENZHEN TENCENT COMPUTER SYSTEMS COMPANY LIMITED CN 43.128.0.0/18
china-media-cdn.epicgames.com AS132203 AS132203 - SHENZHEN TENCENT COMPUTER SYSTEMS COMPANY LIMITED CN 119.28.40.0/23
china-static-assets-prod.epicgames.com AS132203 AS132203 - SHENZHEN TENCENT COMPUTER SYSTEMS COMPANY LIMITED CN 119.28.40.0/23
click.news.epicgames.com AS22606 AS22606 - SALESFORCE.COM, INC. US 68.232.192.0/20
codefresh-ci.dbcc.dev.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.208.0.0/12
coderedemption-public-service-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.224.0.0/12
coderedemption-public-service-prod-origin.ak.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.226.0.0/15
communications-service-prod06.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.144.0.0/14
confluence.it.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.208.0.0/12
confluence.operations.it.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.224.0.0/12
confluence.stage.it.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.80.0.0/14
connect.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
content-controls-prod.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.156.0.0/14
cooked-content-gamedev-cdn.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 65.8.158.0/23
cooked-content-live-cdn.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 65.8.158.0/23
create-epic-kitt-react.fnsocial.on.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 108.139.0.0/21
dashboard.megastation-dev.it.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 44.224.0.0/11
data-asset-directory-public-service-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.160.0.0/14
data-asset-directory-public-service-stage.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.20.0.0/14
datarouter-mobile.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.4.0.0/14
datarouter.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.0.0.0/15
datarouter-prod.ak.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.208.0.0/12
datarouter-public-service-prod06.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.208.0.0/12
datarouter-weighted.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.0.0.0/15
datastorage-public-service-liveegs.live.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
datastorage-public-service-liveeos.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.0.0.0/15
datastorage-public-service-live.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.224.0.0/12
datastorage-public-service-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 107.23.0.0/17
detroitlabs.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 35.181.0.0/16
dev-config-querier.infosec.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
developerprivacy-public-service-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.4.0.0/14
dev.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.200.0.0/13
dev.fcfd.live.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.200.0.0/13
dev-portal-rc2.fcfd.live.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.224.0.0/12
dev-rc2.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.224.0.0/12
dev-rc.fcfd.live.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.80.0.0/14
dev-rc.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.80.0.0/14
devs.epicgames.com AS19137 AS19137 - EPSILON INTERACTIVE LLC US 159.127.198.0/24
dev.terraform.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.54.0.0/15
dev.vault.substrate.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.208.0.0/12
discourse.beef.live.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.86.0.0/16
discuss.substrate.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.86.0.0/16
dl.substrate.on.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 108.139.0.0/21
docs.epicgames.com AS15169 AS15169 - GOOGLE LLC US 142.250.0.0/15
download2.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 143.204.128.0/21
download3.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 108.138.240.0/21
download4.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 108.139.0.0/21
download.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 108.138.240.0/21
ec2eaacb-e193-c703-95de-3e6cf572f04c-ap-southeast-1.rtcp.on.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 13.250.0.0/15
ecommerceintegration-public-service-ecomprod02.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.224.0.0/12
ecosec.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.44.0.0/15
egcvpn2.epicgames.com AS4812 AS4812 - CHINA TELECOM CN 222.72.0.0/16
egcvpn.epicgames.com AS4812 AS4812 - CHINA TELECOM CN 101.88.0.0/13
eg.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.224.0.0/15
egp-idsoc-proxy-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 35.153.0.0/16
egs-platform-service.store.epicgames.com AS13335 AS13335 - CLOUDFLARE, INC. US 104.18.0.0/20
engineering.epicgames.com AS13335 AS13335 - CLOUDFLARE, INC. US 162.159.128.0/19
entitlement-public-service-prod08.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.204.0.0/15
entitlement-public-service-prod.ak.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.72.0.0/15
entitlement-public-service-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.204.0.0/15
eos-sdk.on.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 65.8.158.0/23
eos-service-datastorage-liveegs-admin.befa.live.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.70.0.0/15
eos-service-datastorage-liveegs-public.befa.live.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
epic-achievements-gamedev-assets.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 65.8.158.0/23
epic-achievements-gamedev.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 35.168.0.0/13
epic-backstage-ci.core.dev.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 23.22.0.0/15
epic-backstage.deee.live.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.208.0.0/15
epic-backstage-gamedev.adaf.dev.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.224.0.0/12
epic-backstage-gamedev.core.dev.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 44.192.0.0/11
epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.166.0.0/15
epicgames-stage.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.208.0.0/12
epic-social-social-modules-prod.ol.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 108.139.0.0/21
epic-voices-okta.eut.it.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.20.0.0/14
epic-voices-okta.it.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 107.22.0.0/16
epic-voices-okta.stage.it.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
et2.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
etsource.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.224.0.0/12
eulatracking-public-service-prod06.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.144.0.0/14
eulatracking-public-service-prod.ak.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.224.0.0/12
eulatracking-public-service-prod-m.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 18.232.0.0/14
eulatracking-public-service-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.144.0.0/14
events-public-service-live.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.200.0.0/13
fastly-download.epicgames.com AS54113 AS54113 - FASTLY, INC. US 151.101.188.0/22
fg-matchmaking-public-service-cert-stage.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.80.0.0/12
fg-matchmaking-public-service-live-a.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.4.0.0/14
fg-matchmaking-public-service-live-b.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.224.0.0/12
fg-matchmaking-public-service-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 100.24.0.0/13
fleetman-service-ci.adda.dev.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
fleetman-service-prod.adad.live.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.20.0.0/14
fleetman-service-stage.adda.dev.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 174.129.0.0/16
fleetman-ui-ci.adda.dev.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.0.0.0/15
fleetman-ui-prod.adad.live.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.144.0.0/14
fleetman-ui-stage.adda.dev.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.20.0.0/14
fn-service-datastorage-prod-public.dcaf.dev.use1a.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.20.0.0/14
fn-service-discovery-live-public.ogs.live.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.208.0.0/12
fn-service-discovery-loadtest-public.ogs.dev.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.198.0.0/16
fn-service-discovery-prod-public.ogs.dev.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.160.0.0/14
fn-service-discovery-stage-public.ogs.dev.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.144.0.0/14
fn-service-sessiontracker-prod-public.ogs.dev.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 18.232.0.0/14
fn-svc-discovery-live-w01-pub.ogs.live.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.208.0.0/12
fn-svc-discovery-live-w02-pub.ogs.live.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.224.0.0/12
fn-svc-discovery-lt-w01-pub.ogs.dev.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 23.20.0.0/15
fn-svc-discovery-lt-w02-pub.ogs.dev.on.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.70.0.0/15
fortnitecontent-website-prod07.ol.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 108.139.0.0/21
fortnitecontent-website-prod.ak.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.86.0.0/15
fortnitehelp.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 18.208.0.0/13
fortnite-island-screenshots-live-cdn.ol.epicgames.com AS16509 AS16509 - AMAZON.COM, INC. US 65.8.158.0/23
fortnite-matchmaking-public-service-live-asia.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
fortnite-matchmaking-public-service-live-br.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.80.0.0/14
fortnite-matchmaking-public-service-live-eu.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.226.0.0/15
fortnite-matchmaking-public-service-live-me.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.144.0.0/14
fortnite-matchmaking-public-service-live-nae.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.72.0.0/15
fortnite-matchmaking-public-service-live-naw.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 18.204.0.0/14
fortnite-matchmaking-public-service-live-oce.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
fortnite-matchmaking-public-service-live-prod-b.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.242.0.0/15
fortnite-mm-public-service-live-me.ak.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
fortnite-mm-public-service-live-nae.ak.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
fortnite-mm-public-service-live-prod-b.ak.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.72.0.0/15
fortnite-mm-public-service-live-prod-m-b.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.70.0.0/15
fortnite-public-bacchusplaytest-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.54.0.0/15
fortnite-public-service-astro-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.84.0.0/15
fortnite-public-service-athena-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 44.192.0.0/11
fortnite-public-service-bacchusplaytest-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.54.0.0/15
fortnite-public-service-batsickle-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.20.0.0/14
fortnite-public-service-bluedailymaintesting-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 67.202.0.0/18
fortnite-public-service-blueextqadevtesting-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.208.0.0/12
fortnite-public-service-brawler-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.224.0.0/12
fortnite-public-service-bubbles-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.54.0.0/15
fortnite-public-service-buckler-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.224.0.0/12
fortnite-public-service-burnout-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 18.208.0.0/13
fortnite-public-service-carbon-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.224.0.0/15
fortnite-public-service-certstageb-stage.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.156.0.0/14
fortnite-public-service-certstagec-stage.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.208.0.0/12
fortnite-public-service-checker-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.224.0.0/12
fortnite-public-service-cipher-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.174.0.0/15
fortnite-public-service-dailymain-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.172.0.0/15
fortnite-public-service-dailyreleasea-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.144.0.0/14
fortnite-public-service-dailyreleaseb-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.84.0.0/15
fortnite-public-service-dailyreleasec-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 50.16.0.0/16
fortnite-public-service-dazzle-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.80.0.0/14
fortnite-public-service-devplaytestb-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.80.0.0/14
fortnite-public-service-devplaytestc-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.211.0.0/16
fortnite-public-service-devplaytestd-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.160.0.0/14
fortnite-public-service-devplayteste-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 44.192.0.0/11
fortnite-public-service-devplaytestf-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.174.0.0/15
fortnite-public-service-devplaytestg-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 18.208.0.0/13
fortnite-public-service-devplaytesth-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
fortnite-public-service-devplaytesti-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
fortnite-public-service-devplaytestj-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.86.0.0/16
fortnite-public-service-devplaytestk-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 44.192.0.0/11
fortnite-public-service-devplaytestl-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 44.192.0.0/11
fortnite-public-service-devplaytestm-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
fortnite-public-service-devplaytestn-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.44.0.0/15
fortnite-public-service-devplaytesto-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.224.0.0/12
fortnite-public-service-devplaytestp-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.224.0.0/12
fortnite-public-service-devplaytest-prod12.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.147.64.0/18
fortnite-public-service-devplaytestq-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.84.0.0/15
fortnite-public-service-devplaytestr-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.20.0.0/14
fortnite-public-service-devplaytests-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.80.0.0/12
fortnite-public-service-devplaytestt-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
fortnite-public-service-devplaytestu-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
fortnite-public-service-devplaytestv-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.208.0.0/12
fortnite-public-service-devplaytestw-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.0.0.0/15
fortnite-public-service-devplaytestx-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
fortnite-public-service-devplaytesty-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.86.0.0/16
fortnite-public-service-devplaytestz-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 23.20.0.0/15
fortnite-public-service-events-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.224.0.0/12
fortnite-public-service-extqadevtesting-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.224.0.0/12
fortnite-public-service-extqareleasetestingb-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.208.0.0/12
fortnite-public-service-extqareleasetesting-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.4.0.0/14
fortnite-public-service-extqauetestingb-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 18.208.0.0/13
fortnite-public-service-extqauetesting-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 34.192.0.0/12
fortnite-public-service-ioscert-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.160.0.0/14
fortnite-public-service-livebroadcasting-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 52.72.0.0/15
fortnite-public-service-livetesting-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.208.0.0/12
fortnite-public-service-loctesting-prod12.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.237.0.0/16
fortnite-public-service-loctesting-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.237.0.0/16
fortnite-public-service-mobilecert-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.221.0.0/16
fortnite-public-service-nscert-stage.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.226.0.0/15
fortnite-public-service-partners-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.237.0.0/16
fortnite-public-service-predeploya-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 54.210.0.0/16
fortnite-public-service-predeployb-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.224.0.0/12
fortnite-public-service-preview-prod.ol.epicgames.com AS14618 AS14618 - AMAZON.COM, INC. US 3.224.0.0/12
