http://365.att.com:8080 [403] [GET] [text/html] [Access Denied] [] [8b9d1dd6932b9289c26e4a4cc28ec828]
http://aa.att.com:8080 [403] [GET] [text/html] [Access Denied] [] [928321620af65f4bc200f484a54fcb5d]
http://acedesktop.att.com [301] [GET] [] [] [] [d41d8cd98f00b204e9800998ecf8427e]
http://admin-plfmdev.test.dlife.att.com:8008 [302] [GET] [] [] [] [d41d8cd98f00b204e9800998ecf8427e]
http://admin-systest.digitallife.att.com:8008 [302] [GET] [] [] [] [d41d8cd98f00b204e9800998ecf8427e]
http://admin-systest.test.dlife.att.com:8008 [302] [GET] [] [] [] [d41d8cd98f00b204e9800998ecf8427e]
http://agile.att.com:8080 [403] [GET] [text/html] [Access Denied] [] [9e51cf10bfeec1753b6eb105e21a1247]
http://ai.att.com [403] [GET] [text/html] [ERROR: The request could not be satisfied] [CloudFront] [cloudfront] [Amazon Cloudfront,Amazon Web Services] [a09f63e9e75affef08362b967f33e9d7]
http://ai-intltest2.test.dlife.att.com:8008 [302] [GET] [] [] [] [d41d8cd98f00b204e9800998ecf8427e]
http://ai-plfmdev.digitallife.att.com:8008 [302] [GET] [] [] [] [d41d8cd98f00b204e9800998ecf8427e]
http://ai-plfmdev.test.dlife.att.com:8008 [302] [GET] [] [] [] [d41d8cd98f00b204e9800998ecf8427e]
http://ai-svcdev.digitallife.att.com:8008 [302] [GET] [] [] [] [d41d8cd98f00b204e9800998ecf8427e]
http://ai-svcdev.digitallife.att.com:9999 [404] [GET] [text/plain] [] [] [9d1ead73e678fa2f51a70a933b0bf017]
http://ai-svcdev.test.dlife.att.com:8008 [302] [GET] [] [] [] [d41d8cd98f00b204e9800998ecf8427e]
http://ai-svcdev.test.dlife.att.com:9999 [404] [GET] [text/plain] [] [] [9d1ead73e678fa2f51a70a933b0bf017]
http://ai-systest.digitallife.att.com:8008 [302] [GET] [] [] [] [d41d8cd98f00b204e9800998ecf8427e]
http://ai-systest.test.dlife.att.com:8008 [302] [GET] [] [] [] [d41d8cd98f00b204e9800998ecf8427e]
http://alabama.att.com:2053 [400] [GET] [text/html] [400 The plain HTTP request was sent to HTTPS port] [cloudflare] [Cloudflare] [cd58783500d7fa3c58f88eb0ba22f4f8]
http://alabama.att.com:2083 [400] [GET] [text/html] [400 The plain HTTP request was sent to HTTPS port] [cloudflare] [Cloudflare] [cd58783500d7fa3c58f88eb0ba22f4f8]
http://alabama.att.com:2087 [400] [GET] [text/html] [400 The plain HTTP request was sent to HTTPS port] [cloudflare] [Cloudflare] [20ad84d030031252141ca0b3fc0183f0]
http://alabama.att.com:8443 [400] [GET] [text/html] [400 The plain HTTP request was sent to HTTPS port] [cloudflare] [Cloudflare] [cd58783500d7fa3c58f88eb0ba22f4f8]
http://alaska.att.com:2053 [400] [GET] [text/html] [400 The plain HTTP request was sent to HTTPS port] [cloudflare] [Cloudflare] [20ad84d030031252141ca0b3fc0183f0]
http://alaska.att.com:2083 [400] [GET] [text/html] [400 The plain HTTP request was sent to HTTPS port] [cloudflare] [Cloudflare] [cd58783500d7fa3c58f88eb0ba22f4f8]
http://alaska.att.com:2087 [400] [GET] [text/html] [400 The plain HTTP request was sent to HTTPS port] [cloudflare] [Cloudflare] [20ad84d030031252141ca0b3fc0183f0]
http://alaska.att.com [301] [GET] [text/html] [301 Moved Permanently] [cloudflare] [vhost] [Cloudflare] [4f8e702cc244ec5d4de32740c0ecbd97]
http://alaska.att.com:8443 [400] [GET] [text/html] [400 The plain HTTP request was sent to HTTPS port] [cloudflare] [Cloudflare] [cd58783500d7fa3c58f88eb0ba22f4f8]
http://alli.att.com:8080 [403] [GET] [text/html] [Access Denied] [] [588d693ea386a3bfa1a550a2b976653d]
http://am.att.com:8080 [403] [GET] [text/html] [Access Denied] [] [9835f04686ed351296e759e2e1f457df]
http://amber.att.com:8080 [403] [GET] [text/html] [Access Denied] [] [df96c91af6616cefdb0d25f29ded0546]
http://apste.att.com:5000 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:5001 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:5005 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:5006 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:5007 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:5009 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:5010 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:5222 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:554 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:5555 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:5601 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:5672 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:587 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:5985 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:6000 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:6001 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:631 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:636 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:7001 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:7171 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:7443 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:7474 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:7777 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:7779 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8000 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8001 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8008 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8009 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8010 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8060 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8069 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8080 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8081 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8083 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8086 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8089 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8090 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8112 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8123 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8126 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:81 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8139 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8140 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8181 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8200 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:82 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:83 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:84 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8443 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8800 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:88 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8834 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8880 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:8888 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:9001 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:9002 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:9009 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:9080 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:9090 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:9100 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:9200 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:9306 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:9943 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apste.att.com:9999 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:10000 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:10001 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:1024 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:10443 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:1177 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:1234 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:12345 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:1433 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:1521 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:20000 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:2000 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:2082 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:2086 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:2222 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:2345 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:2480 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:3000 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:3001 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:3299 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:3389 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:3551 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:3790 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:389 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:4022 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:4040 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:4064 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:444 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:4443 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:4567 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:4848 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:4911 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:5000 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:5001 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:5005 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:5006 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:5007 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:5009 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:5010 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:5222 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:554 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:5555 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:5601 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:5672 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:587 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:5985 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:6000 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:6001 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:631 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:636 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:7001 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:7171 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:7443 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:7474 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:7777 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:7779 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:8000 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:8001 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:8008 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:8009 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:8010 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:8060 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:8069 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:8080 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:8081 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:8083 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:8086 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
http://apstesmp1.att.com:8089 [301] [GET] [] [] [] [vhost] [incapsula] [d41d8cd98f00b204e9800998ecf8427e]
